Table 2: Multidimensional Poverty Index: changes over time based on harmonized estimates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Population in mulitidmensional poverty,,,,,a,People who are multidimensionally poor and deprived in each indicator,,,,,,,,,,,,,,,,,,,
,,,,,,Headcount,,,,,,,,,,,,,,,,,,,,,,,,,
,,Multidimensional Poverty Index,a,,,,,(thousands),,Intensity of deprivation,,"
",,,,,,,,,,,,,,,,,,,
Country,,Year and survey,b,Value,,(%),,In survey year,,(%),,Nutrition ,,Child Mortality ,,Years of schooling,,School attendance,,Cooking fuel ,,Sanitation ,,Drinking water,,Electricity ,,Housing ,,Assets,
Afghanistan,"d,f",2015/2016 D,,0.234,,46.9,,"16,287",,49.9,,,,8.1,,29.3,,35.0,,,,41.3,,26.6,,22.9,,45.6,,13.6,
Afghanistan,"d,f",2022/2023 M,,0.268,,52.2,,"21,630",,51.4,,,,8.4,c,37.5,,43.8,,,,37.9,,26.6,c,13.0,,50.7,,29.1,
Albania,,2008/2009 D,,0.008,,2.1,,61,,37.8,,1.3,,0.3,,0.4,,1.0,,1.8,,1.0,,0.8,,0.0,,1.3,,0.3,
Albania,,2017/2018 D,,0.003,,0.7,,20,,39.1,c,0.5,,0.0,,0.5,c,0.4,,0.3,,0.1,,0.2,,0.0,c,0.1,,0.0,
Algeria,,2012/2013 M,,0.008,,2.1,,809,,38.5,,1.2,,0.4,,1.5,,0.9,,0.2,,0.8,,0.6,,0.3,,0.8,,0.2,
Algeria,,2018/2019 M,,0.005,,1.4,,598,,39.2,c,0.8,,0.2,,1.0,,0.6,,0.1,c,0.6,c,0.4,c,0.2,,0.4,,0.1,
Armenia,,2010 D,,0.001,,0.4,,12,,35.9,,0.4,,0.1,,0.0,,0.2,,0.0,,0.2,,0.1,,0.0,,0.0,,0.0,
Armenia,,2015/2016 D,,0.001,,0.2,,5,,35.9,c,0.1,,0.0,,0.0,c,0.1,c,0.1,c,0.2,c,0.0,c,0.0,c,0.0,c,0.0,c
Bangladesh,,2014 D,,0.175,,37.6,,"59,335",,46.5,,16.4,,2.3,,25.3,,9.5,,35.9,,28.2,,4.1,,23.8,,35.8,,26.2,
Bangladesh,,2019 M,,0.102,,24.2,,"39,919",,42.1,,8.7,,1.3,,16.7,,6.7,,22.9,,15.4,,1.4,,4.6,,22.9,,16.0,
Belize,,2011 M,,0.030,,7.4,,24,,41.1,,4.6,,2.6,,1.9,,3.5,,4.5,,1.9,,0.8,,2.8,,4.4,,2.5,
Belize,,2015/2016 M,,0.020,,4.9,,18,,40.2,c,3.5,c,1.7,,0.7,,1.7,,3.2,,2.3,c,0.7,c,2.6,c,3.0,,1.3,
Benin,,2006 D,,0.430,,73.4,,"6,383",,58.5,,39.3,,13.1,,53.6,,40.3,,72.9,,71.2,,38.9,,65.8,,57.0,,28.8,
Benin,,2014 M,,0.342,,63.2,,"6,967",,54.2,,31.8,,11.6,,42.5,,28.9,,62.7,,61.4,,32.2,,54.2,,44.3,,16.3,
Benin,,2017/2018 D,,0.362,,66.0,,"8,169",,54.8,c,33.6,c,10.3,,44.3,c,35.3,,65.5,,63.7,c,36.6,,54.6,c,42.5,c,17.5,c
Benin,,2021/2022 M,,0.290,,55.9,,"7,695",,51.8,,26.1,,6.8,,38.6,,28.8,,54.4,,52.2,,24.8,,34.9,,33.8,,20.3,
Bolivia,,2003 D,,0.167,,33.9,,"3,068",,49.2,,17.0,,4.2,,15.9,,13.0,,27.1,,33.2,,15.4,,22.3,,32.7,,19.1,
Bolivia,,2008 D,,0.095,,20.6,,"2,031",,46.2,,10.2,,2.7,,11.6,,3.4,,17.9,,20.1,,8.2,,13.2,,17.0,,11.4,
Bolivia,,2016 N,,0.038,,9.1,,"1,018",,41.7,,3.7,,0.5,,5.8,,1.4,,7.2,,8.7,,3.1,,3.8,,7.5,,3.8,
Bosnia and Herzegovina,e,2006 M,,0.015,,3.9,,160,,38.9,,3.3,,,,0.8,,0.4,,2.5,,0.6,,0.3,,0.1,,0.7,,0.4,
Bosnia and Herzegovina,e,2011/2012 M,,0.008,,2.2,,80,,37.9,c,2.0,,,,0.2,,0.2,,1.5,,0.3,,0.0,,0.1,c,0.0,,0.1,
Burkina Faso,,2010 D,,0.512,,83.7,,"13,538",,61.2,,47.3,,17.0,,68.4,,52.3,,83.1,,76.1,,41.1,,81.3,,71.5,,13.6,
Burkina Faso,,2021 D,,0.343,,64.5,,"14,181",,53.2,,34.2,,6.2,,32.5,,48.2,,62.7,,47.5,,41.6,c,60.8,,37.4,,3.9,
Burundi,,2010 D,,0.464,,82.3,,"7,716",,56.4,,53.3,,8.7,,50.5,,28.0,,82.1,,56.5,,53.7,,81.4,,78.8,,60.8,
Burundi,,2016/2017 D,,0.409,,75.1,,"8,641",,54.4,,50.6,,7.9,c,42.6,,24.0,,74.9,,45.7,,42.8,,73.5,,70.6,,53.3,
Cambodia,,2010 D,,0.225,,47.1,,"6,832",,47.8,,28.7,,3.1,,26.3,,10.4,,46.6,,42.1,,25.2,,42.6,,29.1,,14.6,
Cambodia,,2014 D,,0.168,,36.7,,"5,654",,45.8,,20.2,,1.8,,21.5,,10.7,c,35.8,,30.3,,20.0,,26.1,,21.7,,6.5,
Cambodia,,2021/2022 D,,0.070,,16.6,,"2,863",,42.3,,8.6,,0.5,,10.5,,9.8,c,12.1,,8.6,,5.0,,4.6,,4.6,,3.7,
Cameroon,,2011 D,,0.258,,47.6,,"9,639",,54.2,,28.0,,11.3,,24.2,,18.1,,46.9,,36.3,,33.3,,38.8,,40.4,,24.2,
Cameroon,,2014 M,,0.240,c,45.4,c,"10,016",,52.8,c,24.4,,9.7,,23.4,c,15.3,,44.7,c,40.3,,28.8,,36.9,c,39.0,c,22.8,c
Cameroon,,2018 D,,0.229,c,43.2,c,"10,726",,53.1,c,25.2,c,8.4,c,19.3,,19.4,,42.6,c,33.3,,26.7,c,34.6,c,36.8,c,22.1,c
Central African Republic,,2010 M,,0.454,,78.8,,"3,541",,57.6,,37.2,,40.2,,38.7,,27.5,,78.6,,67.2,,53.6,,75.6,,72.6,,38.2,
Central African Republic,,2018/2019 M,,0.512,,84.1,,"4,160",,60.8,,44.4,,36.7,,46.3,,30.8,,83.6,,78.4,,62.7,,77.5,c,78.2,,66.1,
Chad,,2010 M,,0.595,,89.8,,"11,055",,66.3,,47.1,,44.6,,64.8,,46.4,,88.9,,83.6,,64.4,,87.4,,87.4,,50.6,
Chad,,2014/2015 D,,0.578,,89.4,c,"13,090",,64.7,,46.0,c,40.1,,57.7,,52.5,,88.3,c,85.3,c,61.2,c,85.1,,86.0,c,45.8,
Chad,,2019 M,,0.554,,87.1,,"14,536",,63.6,,44.8,c,32.6,,58.0,c,55.7,,84.6,,79.8,,48.2,,83.4,c,82.8,,44.9,c
China,h,2010 N,,0.041,,9.5,,"128,041",,43.2,,6.3,,0.8,,5.8,,1.3,,8.5,,4.4,,7.2,,0.3,,,,5.5,
China,h,2014 N,,0.018,,4.2,,"58,429",,41.6,c,3.4,,0.6,,2.2,,1.4,c,3.1,,1.0,,2.1,,0.0,c,,,1.2,
Colombia,d,2010 D,,0.024,,6.0,,"2,666",,40.4,,,,0.9,,4.8,,1.1,,4.5,,4.2,,3.6,,1.5,,4.5,,1.9,
Colombia,d,2015/2016 D,,0.020,,4.8,,"2,299",,40.6,c,,,0.7,,3.9,,0.8,,3.7,,3.5,,3.3,c,1.4,c,4.0,c,1.2,
Comoros,,2012 D,,0.171,,34.6,,236,,49.3,,18.6,,3.4,,18.9,,14.3,,33.2,,28.1,,12.1,,21.7,,23.7,,22.7,
Comoros,,2022 M,,0.085,,19.4,,162,,43.8,,9.3,,2.1,,9.4,,8.1,,16.8,,12.0,,3.4,,7.5,,14.8,,11.3,
Congo,,2005 D,,0.258,,53.8,,"1,987",,48.0,,26.5,,10.3,,10.4,,15.5,,52.6,,52.8,,38.7,,45.7,,42.6,,44.4,
Congo,,2014/2015 M,,0.114,,24.7,,"1,258",,46.0,,12.6,,3.1,,9.7,c,3.8,,24.0,,23.4,,15.2,,20.5,,19.6,,14.1,
"Congo, Democratic Republic of the",,2007 D,,0.428,,76.7,,"47,930",,55.8,,43.8,,14.2,,22.0,,41.2,,76.5,,65.4,,62.7,,73.0,,70.8,,58.9,
"Congo, Democratic Republic of the",,2013/2014 D,,0.375,,71.9,,"56,395",,52.2,,44.1,c,11.7,,18.5,,24.5,,71.7,,60.6,c,58.6,c,68.9,c,67.4,c,51.6,
"Congo, Democratic Republic of the",,2017/2018 M,,0.330,,64.2,,"57,787",,51.4,c,38.6,,7.1,,16.4,c,23.0,c,63.5,,59.4,c,50.6,,57.5,,58.2,,48.6,c
Cote d'Ivoire,,2011/2012 D,,0.310,,58.8,,"13,789",,52.7,,30.3,,11.2,,37.5,,32.8,,56.7,,54.0,,27.1,,37.6,,30.8,,15.9,
Cote d'Ivoire,,2016 M,,0.228,,45.1,,"11,728",,50.6,,19.1,,7.3,,31.5,,23.4,,42.7,,39.6,,22.6,,28.6,,23.8,,9.9,
Cote d'Ivoire,,2021 D,,0.210,,42.8,c,"12,678",,49.1,,21.4,,5.4,,28.8,,24.2,c,37.6,,35.5,,15.8,,21.6,,18.5,,9.7,c
Dominican Republic,d,2007 D,,0.030,,7.3,,687,,41.0,,,,1.6,,5.3,,2.2,,3.7,,3.9,,1.5,,1.7,,6.6,,4.3,
Dominican Republic,d,2014 M,,0.014,,3.7,,380,,38.6,,,,1.4,c,2.3,,0.6,,1.9,,1.9,,0.5,,1.0,,1.6,,1.5,
Dominican Republic,d,2019 M,,0.011,,2.8,,306,,38.7,c,,,1.2,c,1.6,,0.6,c,1.2,,1.4,,0.3,,0.4,,1.5,c,1.1,
Ecuador,,2013/2014 N,,0.019,,4.7,,747,,40.0,,3.0,,1.5,,1.6,,1.0,,1.8,,2.9,,2.3,,0.7,,2.4,,2.2,
Ecuador,,2018 N,,0.011,,3.0,,505,,38.1,,2.1,,1.2,,0.8,,0.7,,1.1,,1.2,,0.9,,0.5,,1.1,,1.3,
Egypt,f,2008 D,,0.032,,8.0,,"6,853",,40.1,,5.8,,1.0,,4.4,,5.3,,,,1.6,,0.5,,0.2,,2.8,,1.7,
Egypt,f,2014 D,,0.018,,4.9,,"4,771",,37.6,,3.5,,0.8,c,2.8,,3.1,,,,0.7,,0.3,c,0.0,,0.7,,0.2,
Eswatini,f,2006/2007 D,,0.184,,38.7,,422,,47.6,,20.7,,6.9,,10.0,,16.0,,,,35.6,,27.2,,36.6,,21.0,,22.2,
Eswatini,f,2010 M,,0.100,,22.3,,248,,44.9,,13.3,,4.5,,7.4,,2.9,,,,16.3,,16.0,,20.9,,13.9,,12.7,
Eswatini,f,2014 M,,0.063,,14.5,,165,,43.2,,8.6,,2.6,,4.9,,1.4,,,,10.9,,10.0,,12.6,,8.0,,8.5,
Eswatini,f,2021/2022 M,,0.033,,8.0,,97,,41.3,,5.1,,1.1,,2.4,,3.3,,,,4.9,,3.7,,4.9,,2.7,,3.8,
Ethiopia,,2011 D,,0.491,,83.5,,"77,746",,58.9,,34.9,,7.2,,57.2,,39.9,,83.1,,78.5,,70.1,,77.0,,83.1,,74.9,
Ethiopia,,2016 D,,0.436,,77.4,,"82,629",,56.3,,30.1,,5.6,,52.2,,33.4,,76.8,,74.7,,58.4,,70.7,,77.0,,63.4,
Ethiopia,,2019 D,,0.367,,68.8,,"79,597",,53.3,,26.9,,4.0,,38.2,,31.0,c,68.3,,64.8,,46.8,,57.3,,67.6,,55.0,
Gabon,,2012 D,,0.068,,15.2,,282,,44.6,,9.9,,3.7,,5.7,,3.1,,9.4,,14.3,,9.1,,7.1,,9.1,,6.2,
Gabon,,2019/2021 D,,0.035,,8.2,,195,,42.4,,5.1,,1.8,,2.4,,2.7,c,4.5,,6.9,,4.6,,3.3,,4.0,,3.4,
Gambia,,2013 D,,0.281,,54.7,,"1,150",,51.4,,35.4,,9.8,,21.9,,37.8,,54.4,,39.1,,15.4,,46.7,,28.5,,7.1,
Gambia,,2018 M,,0.204,,41.6,,998,,49.0,,26.4,,9.6,c,16.0,,26.3,,41.4,,29.6,,13.6,c,26.6,,16.8,,3.5,
Gambia,,2019/2020 D,,0.180,,38.1,c,958,,47.2,,23.5,c,8.9,c,12.3,,25.1,c,37.8,c,27.0,c,9.7,,24.7,c,11.6,,3.2,c
Ghana,,2008 D,,0.180,,37.5,,"9,084",,48.1,,16.9,,4.5,,19.9,,12.6,,37.2,,36.2,,16.6,,27.9,,25.0,,19.9,
Ghana,,2011 M,,0.153,,31.9,,"8,313",,47.9,c,14.8,,4.9,c,16.9,,8.7,,31.5,,30.4,,19.1,c,23.6,,21.0,,13.0,
Ghana,,2014 D,,0.130,,28.4,,"7,968",,45.7,,12.6,,3.1,,14.9,,10.2,c,28.0,,27.0,,14.4,,15.5,,16.7,,9.8,
Ghana,,2017/2018 M,,0.111,,24.7,,"7,561",,45.1,c,12.4,c,3.4,c,12.5,,7.9,,24.5,,22.8,,12.3,c,10.8,,13.6,,8.0,
Ghana,,2022 D,,0.097,,21.3,,"7,053",,45.5,c,9.5,,2.2,,11.4,c,7.9,c,21.0,,20.5,c,11.5,c,9.7,c,12.7,c,6.3,
Guinea,,2012 D,,0.421,,71.2,,"7,780",,59.1,,34.3,,13.8,,50.5,,47.0,,71.2,,63.0,,41.4,,64.7,,50.9,,29.7,
Guinea,,2016 M,,0.336,,61.9,,"7,471",,54.3,,29.0,,8.6,,39.7,,38.4,,61.7,,51.0,,35.5,,53.2,,33.5,,22.8,
Guinea,,2018 D,,0.364,,65.0,c,"8,252",,56.0,,31.7,,12.0,,45.9,,39.6,c,64.6,c,54.8,,36.5,c,48.4,,38.8,,24.0,c
Guinea-Bissau,,2014 M,,0.363,,66.0,,"1,150",,55.0,,35.3,,12.5,,39.7,,32.2,,65.3,,64.0,,27.5,,60.6,,63.8,,13.2,
Guinea-Bissau,,2018/2019 M,,0.340,c,64.4,c,"1,267",,52.9,,32.2,c,6.9,,40.8,c,30.7,c,64.2,c,61.2,c,34.0,,45.4,,63.5,c,12.8,c
Guyana,,2009 D,,0.023,,5.4,,41,,41.9,,3.5,,0.7,,1.5,,1.3,,3.1,,2.6,,2.3,,4.6,,3.5,,3.7,
Guyana,,2014 M,,0.014,,3.4,,26,,41.6,c,2.1,,0.6,c,0.6,,1.1,c,2.2,c,2.0,c,1.6,c,2.8,,2.2,c,1.9,
Guyana,,2019/2020 M,,0.007,,1.8,,15,,39.3,,1.1,,0.2,,0.5,c,0.4,,0.9,,0.7,,0.6,,1.1,,1.5,,1.2,
Haiti,,2012 D,,0.237,,48.4,,"4,876",,48.9,,19.3,,4.8,,32.6,,6.2,,48.0,,43.1,,36.2,,42.5,,34.5,,33.3,
Haiti,,2016/2017 D,,0.192,,39.9,,"4,317",,48.1,c,15.6,,3.8,,22.8,,6.5,c,39.7,,35.1,,28.6,,35.7,,29.0,,31.4,c
Honduras,g,2005/2006 D,,0.186,,36.7,,"2,807",,50.7,,15.7,,2.0,,18.6,,24.3,,34.1,,25.7,,12.9,,,,32.9,,22.0,
Honduras,g,2011/2012 D,,0.108,,22.8,,"1,989",,47.2,,9.6,,1.0,,10.6,,13.6,,21.7,,16.2,,7.4,,,,20.9,,8.2,
Honduras,g,2019 M,,0.049,,10.8,,"1,078",,44.9,,4.9,,0.6,,5.6,,5.5,,10.2,,5.9,,1.9,,,,8.1,,5.4,
India,,2005/2006 D,,0.283,,55.1,,"645,954",,51.3,,44.3,,4.5,,24.0,,19.8,,52.9,,50.4,,16.4,,29.0,,44.9,,37.5,
India,,2015/2016 D,,0.122,,27.7,,"371,978",,44.0,,21.1,,2.2,,11.6,,5.5,,26.0,,24.4,,5.7,,8.6,,23.5,,9.5,
India,,2019/2021 D,,0.069,,16.4,,"231,828",,42.0,,11.8,,1.5,,7.7,,3.9,,13.9,,11.3,,2.7,,2.1,,13.6,,5.6,
Indonesia,d,2012 D,,0.028,,6.9,,"17,368",,40.3,,,,2.0,,2.9,,2.1,,5.6,,5.1,,4.1,,1.8,,3.0,,3.6,
Indonesia,d,2017 D,,0.014,,3.6,,"9,611",,38.7,,,,1.5,,1.5,,0.7,,2.4,,2.2,,1.3,,0.8,,1.3,,1.7,
Iraq,,2011 M,,0.052,,13.3,,"4,267",,39.5,,9.1,,2.5,,6.6,,9.6,,0.9,,1.9,,2.0,,0.7,,4.7,,0.4,
Iraq,,2018 M,,0.033,,8.6,,"3,477",,37.9,,5.0,,1.4,,5.5,,6.5,,0.2,,1.4,,0.4,,0.1,,1.3,,0.2,
Jamaica,e,2010 N,,0.021,,5.3,,146,,40.4,,3.2,,,,0.6,,1.3,,2.4,,3.7,,2.7,,1.7,,2.4,,1.1,
Jamaica,e,2014 N,,0.018,c,4.7,c,131,,38.7,c,2.3,c,,,0.7,c,1.2,c,2.5,c,3.4,c,1.8,c,1.6,c,2.9,c,1.1,c
Jordan,,2012 D,,0.002,,0.5,,40,,33.8,,0.2,,0.3,,0.2,,0.3,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
Jordan,,2017/2018 D,,0.002,c,0.4,c,45,,35.3,,0.2,c,0.2,c,0.2,c,0.2,c,0.0,,0.0,,0.1,c,0.0,c,0.1,,0.0,c
Kazakhstan,,2010/2011 M,,0.003,,0.9,,152,,36.2,,0.6,,0.7,,0.0,,0.1,,0.4,,0.0,,0.4,,0.0,,0.5,,0.1,
Kazakhstan,,2015 M,,0.002,,0.5,,84,,35.5,c,0.5,c,0.4,c,0.0,c,0.0,c,0.0,,0.0,,0.1,,0.0,c,0.1,,0.0,
Kenya,,2008/2009 D,,0.237,,50.1,,"20,247",,47.3,,32.3,,5.3,,11.9,,8.4,,49.7,,44.5,,36.8,,48.8,,44.4,,28.4,
Kenya,,2014 D,,0.162,,35.4,,"16,297",,45.8,,19.6,,3.4,,9.8,,5.2,,34.8,,31.5,,25.8,,33.9,,32.0,,19.4,
Kenya,,2022 D,,0.103,,23.0,,"12,493",,44.7,,12.4,,1.8,,5.7,,4.9,c,22.5,,19.2,,16.1,,20.0,,20.2,,12.9,
Kyrgyzstan,,2005/2006 M,,0.036,,9.4,,496,,38.0,,4.4,,6.1,,0.0,,1.7,,8.1,,2.0,,4.4,,0.2,,8.0,,4.6,
Kyrgyzstan,,2014 M,,0.012,,3.3,,198,,37.1,c,2.4,,1.9,,0.2,c,0.5,,2.2,,0.1,,2.0,,0.1,c,2.8,,0.1,
Kyrgyzstan,,2018 M,,0.004,,1.1,,69,,36.9,c,1.0,,0.9,,0.0,c,0.2,c,0.4,,0.1,c,0.3,,0.0,c,0.1,,0.0,c
Lao PDR,,2011/2012 M,,0.210,,40.2,,"2,623",,52.1,,21.2,,5.4,,30.9,,16.6,,40.2,,31.7,,18.5,,21.8,,26.7,,15.7,
Lao PDR,,2017 M,,0.108,,23.1,,"1,619",,47.0,,12.0,,1.9,,16.6,,9.1,,22.9,,17.2,,10.4,,6.1,,12.0,,7.1,
Lesotho,f,2009 D,,0.195,,42.2,,835,,46.2,,19.1,,4.0,,15.0,,10.9,,,,38.0,,25.7,,41.3,,34.5,,30.6,
Lesotho,f,2014 D,,0.128,,28.3,,590,,45.0,,12.5,,3.1,,11.6,,5.3,,,,20.4,,17.0,,28.0,,24.5,,20.5,
Lesotho,f,2018 M,,0.084,,19.6,,428,,43.0,,9.6,,1.5,,5.5,,3.7,,,,14.8,,11.6,,18.4,,15.9,,15.2,
Liberia,,2007 D,,0.463,,81.4,,"2,988",,56.9,,41.4,,10.8,,35.9,,56.7,,81.3,,77.1,,34.0,,80.6,,61.6,,64.5,
Liberia,,2013 D,,0.326,,63.5,,"2,840",,51.3,,32.3,,8.4,,30.5,,23.6,,63.4,,59.5,,31.1,c,61.7,,48.6,,38.0,
Liberia,,2019/2020 D,,0.259,,52.3,,"2,694",,49.6,,24.6,,6.1,,25.6,,18.9,,51.8,,46.8,,22.8,,47.8,,36.6,,35.4,c
Madagascar,,2008/2009 D,,0.433,,75.7,,"16,320",,57.1,,33.2,,6.2,,59.0,,26.4,,75.7,,75.3,,56.0,,72.5,,68.9,,56.0,
Madagascar,,2018 M,,0.379,,68.6,,"18,870",,55.2,,28.1,,5.2,,49.4,,26.8,c,68.5,,67.8,,52.6,c,54.8,,61.3,,48.8,
Madagascar,,2021 D,,0.364,c,65.7,,"19,510",,55.4,c,26.0,,5.5,c,47.7,c,25.3,c,65.5,,62.1,,51.3,c,56.6,c,57.2,,48.3,c
Malawi,,2010 D,,0.330,,66.8,,"9,897",,49.5,,30.2,,7.8,,33.2,,15.6,,66.7,,63.0,,40.2,,64.6,,59.8,,39.8,
Malawi,,2015/2016 D,,0.244,,52.6,,"9,231",,46.3,,25.9,,4.6,,26.3,,7.3,,52.5,,28.9,,30.5,,51.6,,48.3,,34.0,
Malawi,,2019/2020 M,,0.231,,49.9,,"9,752",,46.3,c,22.2,,3.6,,27.6,c,7.8,c,49.7,,32.2,,22.3,,46.8,,44.9,,36.8,
Mali,,2006 D,,0.501,,83.7,,"11,713",,59.9,,43.0,,19.4,,68.6,,54.0,,83.5,,45.0,,44.8,,77.0,,71.2,,26.1,
Mali,,2015 M,,0.420,,74.0,,"13,758",,56.7,,44.2,c,17.1,,39.3,,56.5,c,73.7,,56.0,,34.3,,52.6,,61.7,,5.7,
Mali,,2018 D,,0.361,,66.4,,"13,582",,54.4,,29.9,,11.7,,45.8,,45.9,,65.9,,50.8,,33.4,c,43.2,,48.8,,8.2,
Mauritania,,2011 M,,0.356,,62.7,,"2,195",,56.8,,30.7,,8.3,,43.1,,41.8,,50.5,,52.7,,39.6,,51.5,,51.1,,22.9,
Mauritania,,2015 M,,0.307,,56.2,,"2,228",,54.7,,27.8,,5.0,,42.0,c,30.3,,47.0,c,46.2,,31.3,,48.1,c,47.9,c,17.1,
Mauritania,,2019/2021 D,,0.321,c,57.4,c,"2,718",,55.9,c,27.6,c,5.3,c,40.1,c,42.2,,47.3,c,41.8,,30.0,c,46.9,c,46.2,c,20.0,
Mexico,e,2012 N,,0.025,,6.0,,"7,025",,42.0,,3.7,,,,2.0,,1.1,,3.5,,3.0,,1.4,,0.4,,3.5,,2.0,
Mexico,e,2016 N,,0.021,,5.3,c,"6,421",,39.8,,3.5,c,,,1.6,c,0.7,,2.6,,2.1,,0.7,,0.1,,2.7,,1.3,
Mexico,e,2020 N,,0.016,,4.1,,"5,245",,39.2,c,3.4,c,,,0.6,,0.6,c,1.8,c,1.0,,0.2,,0.1,,1.7,,0.9,c
